Age,Gender,Day_of_Week,Session_Type,Tattoo_Size,Tattoo_Style,Artist_Name
59,Male,Monday,Walk-in,Large,Script,Artist D
25,Male,Sunday,Walk-in,Sleeve/Back,Custom,Artist D
47,Female,Friday,Walk-in,Small,Script,Artist B
39,Female,Monday,Pre-booked,Small,Script,Artist E
31,Female,Saturday,Pre-booked,Small,Script,Artist E
49,Female,Thursday,Pre-booked,Medium,Script,Artist B
27,Male,Thursday,Walk-in,Large,Script,Artist C
26,Male,Tuesday,Walk-in,Large,Script,Artist E
33,Female,Wednesday,Pre-booked,Sleeve/Back,Script,Artist D
44,Male,Friday,Walk-in,Medium,Realism,Artist E
29,Male,Saturday,Pre-booked,Large,Custom,Artist C
19,Male,Tuesday,Walk-in,Medium,Script,Artist A
20,Female,Tuesday,Walk-in,Small,Custom,Artist E
23,Female,Saturday,Walk-in,Large,Minimalist,Artist C
45,Female,Friday,Pre-booked,Sleeve/Back,Script,Artist A
59,Female,Monday,Walk-in,Medium,Script,Artist C
43,Female,Thursday,Walk-in,Medium,Minimalist,Artist B
56,Male,Saturday,Pre-booked,Sleeve/Back,Script,Artist C
39,Female,Friday,Pre-booked,Small,Script,Artist B
30,Male,Tuesday,Pre-booked,Medium,Minimalist,Artist A
26,Female,Saturday,Walk-in,Medium,Minimalist,Artist D
51,Male,Saturday,Pre-booked,Large,Realism,Artist C
26,Female,Friday,Walk-in,Sleeve/Back,Realism,Artist E
54,Male,Thursday,Walk-in,Large,Script,Artist E
52,Female,Friday,Pre-booked,Medium,Minimalist,Artist C
24,Male,Monday,Pre-booked,Small,Script,Artist A
55,Male,Monday,Pre-booked,Medium,Custom,Artist A
48,Male,Saturday,Walk-in,Small,Custom,Artist B
52,Female,Friday,Walk-in,Small,Realism,Artist B
58,Female,Friday,Walk-in,Medium,Custom,Artist D
57,Male,Wednesday,Pre-booked,Medium,Custom,Artist A
38,Female,Wednesday,Pre-booked,Medium,Realism,Artist E
21,Female,Saturday,Walk-in,Small,Realism,Artist D
52,Female,Friday,Walk-in,Large,Minimalist,Artist D
25,Female,Sunday,Walk-in,Small,Minimalist,Artist D
46,Female,Thursday,Walk-in,Sleeve/Back,Realism,Artist D
20,Female,Monday,Walk-in,Medium,Realism,Artist B
20,Female,Tuesday,Pre-booked,Large,Custom,Artist D
28,Male,Friday,Walk-in,Large,Minimalist,Artist A
20,Male,Sunday,Pre-booked,Large,Minimalist,Artist D
27,Female,Friday,Walk-in,Sleeve/Back,Minimalist,Artist C
41,Male,Monday,Walk-in,Large,Realism,Artist E
32,Male,Wednesday,Pre-booked,Medium,Script,Artist A
49,Male,Saturday,Pre-booked,Large,Minimalist,Artist D
39,Male,Thursday,Walk-in,Small,Minimalist,Artist D
47,Male,Tuesday,Pre-booked,Medium,Realism,Artist A
19,Male,Tuesday,Pre-booked,Large,Realism,Artist E
55,Male,Tuesday,Pre-booked,Small,Custom,Artist D
50,Female,Monday,Walk-in,Large,Script,Artist D
34,Female,Thursday,Pre-booked,Medium,Custom,Artist C
58,Male,Wednesday,Walk-in,Medium,Custom,Artist B
46,Male,Tuesday,Walk-in,Medium,Minimalist,Artist E
38,Female,Sunday,Walk-in,Large,Minimalist,Artist C
55,Male,Wednesday,Pre-booked,Large,Realism,Artist C
39,Male,Wednesday,Pre-booked,Sleeve/Back,Script,Artist E
32,Male,Monday,Pre-booked,Small,Script,Artist C
54,Male,Friday,Walk-in,Sleeve/Back,Custom,Artist B
23,Male,Sunday,Walk-in,Medium,Custom,Artist E
27,Female,Monday,Walk-in,Small,Realism,Artist C
56,Female,Tuesday,Walk-in,Sleeve/Back,Minimalist,Artist D
31,Female,Monday,Pre-booked,Large,Script,Artist D
59,Male,Monday,Walk-in,Sleeve/Back,Script,Artist D
49,Male,Thursday,Walk-in,Medium,Realism,Artist C
43,Female,Wednesday,Pre-booked,Large,Realism,Artist D
50,Male,Friday,Pre-booked,Sleeve/Back,Realism,Artist E
47,Female,Sunday,Walk-in,Small,Realism,Artist C
51,Female,Wednesday,Pre-booked,Small,Script,Artist A
37,Female,Tuesday,Walk-in,Sleeve/Back,Custom,Artist C
37,Male,Friday,Pre-booked,Large,Minimalist,Artist E
55,Female,Wednesday,Walk-in,Small,Custom,Artist C
43,Female,Tuesday,Pre-booked,Small,Script,Artist C
35,Female,Wednesday,Pre-booked,Sleeve/Back,Script,Artist C
46,Female,Monday,Walk-in,Small,Script,Artist E
46,Female,Monday,Walk-in,Small,Minimalist,Artist B
19,Male,Wednesday,Walk-in,Small,Realism,Artist E
53,Male,Monday,Walk-in,Medium,Custom,Artist A
33,Male,Thursday,Pre-booked,Sleeve/Back,Minimalist,Artist C
24,Male,Tuesday,Pre-booked,Sleeve/Back,Script,Artist C
58,Female,Sunday,Pre-booked,Large,Realism,Artist B
43,Male,Saturday,Pre-booked,Sleeve/Back,Custom,Artist C
32,Male,Saturday,Pre-booked,Sleeve/Back,Realism,Artist A
40,Male,Monday,Pre-booked,Small,Realism,Artist B
50,Female,Friday,Walk-in,Large,Script,Artist C
36,Female,Thursday,Walk-in,Medium,Realism,Artist D
52,Male,Monday,Walk-in,Large,Realism,Artist E
44,Male,Friday,Pre-booked,Medium,Realism,Artist B
54,Male,Thursday,Walk-in,Sleeve/Back,Minimalist,Artist D
26,Female,Wednesday,Walk-in,Medium,Custom,Artist E
37,Male,Sunday,Pre-booked,Medium,Minimalist,Artist B
35,Female,Wednesday,Walk-in,Large,Realism,Artist C
31,Female,Thursday,Pre-booked,Medium,Realism,Artist E
24,Male,Saturday,Pre-booked,Medium,Script,Artist D
58,Male,Sunday,Pre-booked,Small,Script,Artist D
58,Male,Wednesday,Walk-in,Large,Custom,Artist E
28,Male,Thursday,Pre-booked,Sleeve/Back,Minimalist,Artist B
56,Male,Tuesday,Pre-booked,Sleeve/Back,Minimalist,Artist D
38,Female,Tuesday,Walk-in,Small,Custom,Artist B
18,Male,Saturday,Pre-booked,Medium,Minimalist,Artist A
56,Male,Wednesday,Walk-in,Small,Script,Artist E
30,Female,Tuesday,Walk-in,Sleeve/Back,Minimalist,Artist D
22,Female,Monday,Walk-in,Medium,Realism,Artist D
21,Male,Saturday,Pre-booked,Small,Custom,Artist C
45,Female,Wednesday,Pre-booked,Large,Minimalist,Artist C
28,Female,Monday,Pre-booked,Large,Minimalist,Artist D
55,Male,Friday,Pre-booked,Sleeve/Back,Script,Artist A
26,Female,Saturday,Walk-in,Sleeve/Back,Realism,Artist D
37,Female,Sunday,Walk-in,Sleeve/Back,Realism,Artist C
39,Male,Friday,Pre-booked,Large,Realism,Artist C
50,Male,Sunday,Walk-in,Sleeve/Back,Script,Artist B
18,Female,Tuesday,Pre-booked,Small,Minimalist,Artist B
29,Female,Thursday,Walk-in,Small,Custom,Artist E
54,Female,Saturday,Walk-in,Small,Custom,Artist E
54,Male,Wednesday,Walk-in,Medium,Realism,Artist D
23,Male,Thursday,Walk-in,Medium,Minimalist,Artist D
19,Male,Tuesday,Walk-in,Medium,Minimalist,Artist A
39,Male,Friday,Walk-in,Small,Realism,Artist B
55,Male,Thursday,Pre-booked,Large,Script,Artist D
41,Male,Friday,Walk-in,Small,Realism,Artist E
42,Male,Saturday,Walk-in,Large,Realism,Artist A
29,Female,Saturday,Walk-in,Sleeve/Back,Realism,Artist E
58,Male,Saturday,Pre-booked,Small,Realism,Artist C
18,Male,Tuesday,Walk-in,Medium,Script,Artist D
46,Female,Saturday,Pre-booked,Sleeve/Back,Script,Artist B
20,Female,Friday,Walk-in,Sleeve/Back,Script,Artist D
46,Female,Wednesday,Pre-booked,Medium,Realism,Artist C
54,Female,Sunday,Pre-booked,Large,Custom,Artist A
31,Female,Monday,Pre-booked,Small,Custom,Artist A
28,Female,Friday,Pre-booked,Large,Minimalist,Artist B
24,Female,Sunday,Walk-in,Sleeve/Back,Custom,Artist D
55,Male,Sunday,Walk-in,Sleeve/Back,Custom,Artist C
25,Male,Wednesday,Walk-in,Small,Minimalist,Artist A
32,Female,Thursday,Walk-in,Sleeve/Back,Script,Artist A
38,Female,Wednesday,Pre-booked,Small,Custom,Artist C
58,Male,Friday,Walk-in,Medium,Realism,Artist E
33,Female,Saturday,Pre-booked,Sleeve/Back,Realism,Artist B
52,Male,Sunday,Walk-in,Medium,Script,Artist B
26,Female,Thursday,Walk-in,Large,Minimalist,Artist D
45,Male,Wednesday,Pre-booked,Small,Script,Artist A
59,Male,Wednesday,Walk-in,Large,Custom,Artist B
31,Female,Tuesday,Pre-booked,Sleeve/Back,Script,Artist E
19,Female,Monday,Walk-in,Small,Script,Artist E
37,Male,Tuesday,Pre-booked,Large,Script,Artist C
28,Female,Sunday,Walk-in,Small,Realism,Artist A
32,Male,Tuesday,Pre-booked,Medium,Script,Artist A
44,Female,Saturday,Pre-booked,Sleeve/Back,Realism,Artist E
39,Female,Monday,Pre-booked,Small,Minimalist,Artist C
32,Male,Wednesday,Pre-booked,Small,Minimalist,Artist E
50,Male,Friday,Walk-in,Large,Realism,Artist A
44,Male,Thursday,Walk-in,Medium,Realism,Artist E
28,Male,Saturday,Pre-booked,Sleeve/Back,Script,Artist D
20,Female,Sunday,Walk-in,Sleeve/Back,Realism,Artist E
49,Male,Saturday,Walk-in,Medium,Script,Artist A
48,Male,Thursday,Walk-in,Medium,Minimalist,Artist A
59,Female,Wednesday,Walk-in,Small,Script,Artist B
58,Male,Thursday,Walk-in,Large,Minimalist,Artist A
50,Male,Wednesday,Pre-booked,Sleeve/Back,Custom,Artist B
38,Female,Wednesday,Pre-booked,Large,Minimalist,Artist C
38,Male,Tuesday,Pre-booked,Small,Script,Artist D
58,Female,Saturday,Pre-booked,Sleeve/Back,Realism,Artist C
41,Male,Thursday,Pre-booked,Sleeve/Back,Script,Artist B
48,Male,Saturday,Walk-in,Medium,Minimalist,Artist E
51,Male,Sunday,Walk-in,Medium,Minimalist,Artist C
19,Female,Saturday,Pre-booked,Sleeve/Back,Script,Artist A
44,Female,Saturday,Pre-booked,Large,Custom,Artist A
26,Female,Wednesday,Walk-in,Medium,Minimalist,Artist D
32,Male,Friday,Walk-in,Small,Minimalist,Artist B
35,Male,Wednesday,Pre-booked,Large,Realism,Artist D
25,Male,Saturday,Pre-booked,Medium,Custom,Artist C
39,Male,Monday,Pre-booked,Small,Script,Artist B
21,Male,Sunday,Pre-booked,Sleeve/Back,Minimalist,Artist D
19,Female,Thursday,Pre-booked,Small,Minimalist,Artist A
28,Male,Friday,Walk-in,Medium,Custom,Artist B
38,Female,Friday,Walk-in,Large,Script,Artist E
29,Female,Thursday,Walk-in,Medium,Custom,Artist C
46,Female,Wednesday,Pre-booked,Sleeve/Back,Custom,Artist D
21,Female,Monday,Walk-in,Large,Minimalist,Artist D
44,Male,Thursday,Pre-booked,Sleeve/Back,Script,Artist C
30,Male,Sunday,Pre-booked,Large,Realism,Artist B
32,Male,Friday,Pre-booked,Medium,Script,Artist C
24,Female,Friday,Pre-booked,Small,Script,Artist A
31,Male,Tuesday,Pre-booked,Sleeve/Back,Realism,Artist D
43,Female,Thursday,Walk-in,Large,Custom,Artist D
45,Female,Monday,Pre-booked,Medium,Custom,Artist A
19,Female,Saturday,Pre-booked,Medium,Minimalist,Artist B
24,Male,Saturday,Pre-booked,Sleeve/Back,Custom,Artist C
59,Female,Tuesday,Walk-in,Large,Custom,Artist A
31,Male,Saturday,Walk-in,Small,Minimalist,Artist A
18,Male,Wednesday,Walk-in,Large,Script,Artist C
58,Female,Thursday,Pre-booked,Small,Custom,Artist A
47,Female,Thursday,Walk-in,Large,Realism,Artist B
25,Female,Friday,Walk-in,Large,Minimalist,Artist A
38,Female,Tuesday,Walk-in,Sleeve/Back,Realism,Artist A
59,Male,Sunday,Pre-booked,Large,Custom,Artist E
39,Female,Monday,Walk-in,Large,Script,Artist E
51,Male,Friday,Walk-in,Small,Realism,Artist D
57,Female,Saturday,Pre-booked,Medium,Custom,Artist D
29,Male,Friday,Walk-in,Sleeve/Back,Script,Artist B
41,Male,Wednesday,Pre-booked,Small,Realism,Artist D
33,Female,Thursday,Pre-booked,Medium,Script,Artist D
22,Male,Monday,Walk-in,Medium,Custom,Artist B
36,Male,Thursday,Pre-booked,Sleeve/Back,Minimalist,Artist C
24,Female,Wednesday,Pre-booked,Sleeve/Back,Script,Artist B
39,Female,Thursday,Walk-in,Large,Custom,Artist C
49,Female,Monday,Walk-in,Small,Minimalist,Artist B
52,Female,Sunday,Pre-booked,Medium,Script,Artist E
56,Female,Friday,Pre-booked,Small,Minimalist,Artist A
48,Female,Saturday,Walk-in,Sleeve/Back,Script,Artist E
53,Female,Tuesday,Walk-in,Medium,Realism,Artist E
39,Male,Thursday,Pre-booked,Sleeve/Back,Script,Artist C
38,Male,Friday,Walk-in,Sleeve/Back,Realism,Artist C
41,Male,Saturday,Walk-in,Sleeve/Back,Realism,Artist B
47,Male,Tuesday,Pre-booked,Medium,Realism,Artist A
53,Female,Thursday,Pre-booked,Sleeve/Back,Realism,Artist E
52,Female,Saturday,Walk-in,Medium,Minimalist,Artist A
44,Female,Tuesday,Walk-in,Medium,Realism,Artist B
51,Female,Sunday,Walk-in,Sleeve/Back,Script,Artist E
55,Male,Monday,Pre-booked,Small,Realism,Artist C
24,Female,Monday,Pre-booked,Medium,Custom,Artist E
52,Female,Friday,Walk-in,Small,Minimalist,Artist C
39,Female,Tuesday,Pre-booked,Large,Realism,Artist A
33,Female,Saturday,Walk-in,Large,Script,Artist E
39,Female,Friday,Walk-in,Large,Realism,Artist D
49,Male,Friday,Walk-in,Medium,Realism,Artist C
28,Male,Sunday,Walk-in,Medium,Custom,Artist A
33,Male,Saturday,Walk-in,Large,Custom,Artist D
45,Female,Friday,Pre-booked,Medium,Minimalist,Artist B
26,Male,Sunday,Walk-in,Sleeve/Back,Custom,Artist A
57,Female,Thursday,Pre-booked,Small,Custom,Artist B
27,Male,Monday,Walk-in,Sleeve/Back,Minimalist,Artist A
40,Female,Monday,Walk-in,Large,Custom,Artist B
38,Female,Saturday,Pre-booked,Large,Script,Artist B
44,Female,Saturday,Walk-in,Medium,Script,Artist C
47,Male,Saturday,Walk-in,Small,Script,Artist C
55,Male,Monday,Pre-booked,Medium,Script,Artist A
57,Female,Sunday,Pre-booked,Small,Minimalist,Artist D
53,Male,Tuesday,Walk-in,Large,Script,Artist C
54,Female,Monday,Walk-in,Medium,Realism,Artist C
39,Female,Wednesday,Walk-in,Large,Custom,Artist A
34,Female,Tuesday,Walk-in,Sleeve/Back,Minimalist,Artist E
44,Female,Saturday,Pre-booked,Large,Custom,Artist A
20,Female,Sunday,Pre-booked,Medium,Minimalist,Artist A
54,Male,Tuesday,Walk-in,Large,Realism,Artist E
23,Female,Monday,Walk-in,Large,Realism,Artist C
33,Female,Monday,Walk-in,Large,Script,Artist C
47,Female,Thursday,Pre-booked,Small,Script,Artist A
49,Female,Thursday,Walk-in,Sleeve/Back,Realism,Artist D
28,Male,Sunday,Walk-in,Small,Minimalist,Artist C
44,Female,Sunday,Walk-in,Sleeve/Back,Custom,Artist D
40,Male,Wednesday,Walk-in,Small,Minimalist,Artist D
31,Male,Sunday,Walk-in,Small,Custom,Artist D
59,Female,Saturday,Pre-booked,Small,Minimalist,Artist E
48,Female,Monday,Pre-booked,Sleeve/Back,Minimalist,Artist A
50,Male,Friday,Walk-in,Large,Realism,Artist E
38,Male,Monday,Walk-in,Small,Realism,Artist B
32,Male,Friday,Pre-booked,Large,Custom,Artist E
47,Female,Wednesday,Pre-booked,Medium,Script,Artist B
33,Female,Monday,Pre-booked,Small,Minimalist,Artist D
29,Female,Wednesday,Walk-in,Medium,Custom,Artist B
55,Female,Tuesday,Pre-booked,Sleeve/Back,Custom,Artist D
48,Female,Thursday,Walk-in,Small,Minimalist,Artist A
29,Female,Friday,Walk-in,Large,Script,Artist B
24,Male,Monday,Pre-booked,Sleeve/Back,Minimalist,Artist C
56,Female,Sunday,Pre-booked,Large,Minimalist,Artist D
59,Female,Sunday,Walk-in,Large,Minimalist,Artist C
20,Male,Saturday,Pre-booked,Sleeve/Back,Minimalist,Artist C
21,Female,Friday,Pre-booked,Sleeve/Back,Minimalist,Artist B
46,Female,Saturday,Walk-in,Large,Minimalist,Artist E
55,Male,Monday,Walk-in,Large,Script,Artist C
18,Male,Sunday,Walk-in,Small,Custom,Artist E
24,Female,Tuesday,Walk-in,Large,Script,Artist A
33,Female,Wednesday,Walk-in,Small,Realism,Artist A
55,Female,Sunday,Pre-booked,Large,Script,Artist A
58,Female,Friday,Pre-booked,Small,Realism,Artist D
55,Female,Friday,Pre-booked,Medium,Custom,Artist E
28,Female,Monday,Walk-in,Large,Custom,Artist C
46,Male,Wednesday,Walk-in,Large,Minimalist,Artist B
39,Female,Sunday,Walk-in,Sleeve/Back,Script,Artist E
29,Female,Tuesday,Walk-in,Small,Minimalist,Artist E
52,Female,Friday,Walk-in,Medium,Realism,Artist C
29,Male,Sunday,Walk-in,Small,Custom,Artist A
44,Male,Tuesday,Walk-in,Medium,Realism,Artist C
23,Male,Tuesday,Walk-in,Large,Script,Artist C
26,Female,Tuesday,Walk-in,Medium,Script,Artist A
46,Male,Tuesday,Pre-booked,Small,Custom,Artist D
40,Male,Tuesday,Pre-booked,Medium,Custom,Artist E
58,Female,Monday,Pre-booked,Small,Script,Artist B
37,Female,Sunday,Pre-booked,Large,Custom,Artist A
57,Female,Tuesday,Pre-booked,Sleeve/Back,Realism,Artist B
37,Male,Sunday,Walk-in,Sleeve/Back,Custom,Artist B
32,Male,Sunday,Pre-booked,Large,Custom,Artist A
59,Female,Sunday,Pre-booked,Large,Script,Artist B
42,Female,Monday,Walk-in,Medium,Minimalist,Artist B
46,Female,Monday,Pre-booked,Large,Custom,Artist E
34,Female,Thursday,Pre-booked,Sleeve/Back,Realism,Artist B
24,Male,Sunday,Pre-booked,Large,Custom,Artist C
55,Male,Thursday,Pre-booked,Large,Script,Artist D
21,Female,Wednesday,Pre-booked,Small,Minimalist,Artist C
34,Male,Tuesday,Walk-in,Medium,Realism,Artist E
59,Female,Wednesday,Pre-booked,Medium,Script,Artist E
59,Male,Tuesday,Pre-booked,Sleeve/Back,Script,Artist A
58,Female,Thursday,Walk-in,Medium,Minimalist,Artist B
43,Male,Saturday,Pre-booked,Medium,Script,Artist A
54,Female,Friday,Pre-booked,Medium,Script,Artist A
51,Female,Saturday,Pre-booked,Large,Script,Artist C
30,Male,Friday,Walk-in,Large,Custom,Artist A
38,Male,Tuesday,Pre-booked,Medium,Script,Artist E
34,Female,Monday,Pre-booked,Large,Minimalist,Artist C
26,Female,Friday,Walk-in,Large,Custom,Artist C
59,Female,Tuesday,Walk-in,Small,Custom,Artist C
49,Female,Tuesday,Walk-in,Sleeve/Back,Minimalist,Artist B
53,Male,Saturday,Walk-in,Small,Custom,Artist D
56,Female,Monday,Pre-booked,Large,Realism,Artist A
57,Male,Saturday,Pre-booked,Small,Minimalist,Artist B
53,Male,Friday,Walk-in,Small,Script,Artist C
56,Female,Thursday,Pre-booked,Sleeve/Back,Custom,Artist E
50,Male,Friday,Walk-in,Sleeve/Back,Realism,Artist D
28,Male,Tuesday,Pre-booked,Medium,Script,Artist E
19,Female,Friday,Walk-in,Small,Minimalist,Artist A
25,Female,Friday,Pre-booked,Medium,Realism,Artist B
20,Female,Monday,Walk-in,Small,Realism,Artist C
58,Female,Saturday,Walk-in,Medium,Script,Artist A
41,Male,Sunday,Walk-in,Large,Realism,Artist E
20,Female,Sunday,Pre-booked,Small,Realism,Artist A
34,Female,Thursday,Pre-booked,Small,Minimalist,Artist E
23,Male,Monday,Pre-booked,Small,Realism,Artist D
42,Male,Saturday,Walk-in,Large,Custom,Artist D
33,Male,Thursday,Walk-in,Medium,Custom,Artist B
34,Male,Thursday,Pre-booked,Sleeve/Back,Realism,Artist D
20,Female,Friday,Pre-booked,Sleeve/Back,Minimalist,Artist E
37,Male,Wednesday,Pre-booked,Large,Custom,Artist A
26,Female,Sunday,Walk-in,Sleeve/Back,Minimalist,Artist C
58,Male,Thursday,Walk-in,Sleeve/Back,Realism,Artist C
32,Female,Saturday,Walk-in,Small,Script,Artist B
38,Female,Saturday,Walk-in,Medium,Realism,Artist D
34,Female,Saturday,Walk-in,Sleeve/Back,Script,Artist D
59,Male,Monday,Walk-in,Small,Custom,Artist C
41,Female,Sunday,Walk-in,Sleeve/Back,Script,Artist A
41,Male,Friday,Pre-booked,Large,Realism,Artist C
19,Male,Thursday,Pre-booked,Medium,Minimalist,Artist C
31,Female,Saturday,Walk-in,Medium,Script,Artist D
29,Male,Tuesday,Pre-booked,Large,Realism,Artist D
48,Male,Thursday,Walk-in,Large,Realism,Artist B
48,Male,Saturday,Pre-booked,Large,Minimalist,Artist E
59,Female,Wednesday,Pre-booked,Large,Script,Artist E
42,Male,Thursday,Pre-booked,Small,Custom,Artist E
38,Male,Sunday,Pre-booked,Small,Script,Artist E
58,Female,Sunday,Walk-in,Small,Custom,Artist B
31,Male,Sunday,Pre-booked,Small,Realism,Artist D
57,Male,Wednesday,Pre-booked,Medium,Minimalist,Artist E
23,Female,Thursday,Walk-in,Medium,Minimalist,Artist D
38,Female,Friday,Pre-booked,Sleeve/Back,Minimalist,Artist B
22,Male,Tuesday,Walk-in,Sleeve/Back,Custom,Artist C
27,Female,Thursday,Pre-booked,Medium,Custom,Artist A
20,Male,Wednesday,Pre-booked,Small,Realism,Artist E
24,Male,Wednesday,Pre-booked,Small,Minimalist,Artist D
26,Female,Wednesday,Walk-in,Medium,Custom,Artist D
56,Female,Tuesday,Walk-in,Small,Realism,Artist A
20,Female,Thursday,Walk-in,Small,Script,Artist A
42,Female,Monday,Pre-booked,Large,Minimalist,Artist C
19,Male,Tuesday,Walk-in,Large,Script,Artist A
42,Male,Sunday,Walk-in,Small,Minimalist,Artist C
38,Female,Friday,Walk-in,Sleeve/Back,Script,Artist D
54,Male,Monday,Walk-in,Large,Minimalist,Artist D
38,Female,Wednesday,Pre-booked,Sleeve/Back,Custom,Artist C
34,Male,Saturday,Walk-in,Large,Script,Artist B
58,Female,Tuesday,Pre-booked,Medium,Script,Artist A
28,Male,Wednesday,Pre-booked,Large,Realism,Artist D
21,Male,Friday,Pre-booked,Small,Custom,Artist D
45,Female,Saturday,Walk-in,Medium,Custom,Artist C
29,Female,Saturday,Pre-booked,Sleeve/Back,Minimalist,Artist B
51,Female,Saturday,Pre-booked,Sleeve/Back,Realism,Artist C
42,Male,Sunday,Pre-booked,Small,Minimalist,Artist A
40,Male,Tuesday,Pre-booked,Medium,Script,Artist D
40,Female,Wednesday,Pre-booked,Sleeve/Back,Script,Artist C
20,Female,Wednesday,Pre-booked,Large,Minimalist,Artist D
36,Male,Sunday,Pre-booked,Sleeve/Back,Custom,Artist A
46,Male,Tuesday,Pre-booked,Large,Minimalist,Artist D
23,Female,Wednesday,Pre-booked,Large,Custom,Artist C
32,Female,Friday,Pre-booked,Large,Script,Artist D
23,Male,Thursday,Pre-booked,Medium,Script,Artist E
54,Male,Monday,Pre-booked,Large,Minimalist,Artist D
54,Male,Saturday,Walk-in,Medium,Script,Artist E
55,Male,Tuesday,Pre-booked,Large,Custom,Artist A
45,Female,Thursday,Walk-in,Sleeve/Back,Script,Artist D
34,Male,Thursday,Walk-in,Sleeve/Back,Script,Artist A
41,Male,Friday,Walk-in,Sleeve/Back,Realism,Artist A
40,Female,Sunday,Pre-booked,Small,Realism,Artist C
40,Female,Thursday,Walk-in,Medium,Realism,Artist C
46,Female,Sunday,Pre-booked,Sleeve/Back,Custom,Artist D
40,Female,Monday,Walk-in,Small,Custom,Artist E
40,Female,Sunday,Walk-in,Sleeve/Back,Realism,Artist D
53,Male,Monday,Walk-in,Large,Custom,Artist A
19,Female,Friday,Pre-booked,Medium,Script,Artist B
18,Male,Friday,Pre-booked,Large,Custom,Artist A
54,Female,Thursday,Pre-booked,Large,Script,Artist B
26,Female,Wednesday,Pre-booked,Small,Realism,Artist E
34,Male,Sunday,Walk-in,Large,Realism,Artist D
29,Female,Thursday,Pre-booked,Large,Script,Artist E
35,Male,Saturday,Pre-booked,Small,Custom,Artist D
37,Female,Monday,Walk-in,Sleeve/Back,Realism,Artist D
19,Female,Saturday,Walk-in,Large,Minimalist,Artist E
33,Male,Monday,Walk-in,Sleeve/Back,Custom,Artist E
50,Female,Tuesday,Walk-in,Medium,Script,Artist A
33,Male,Saturday,Pre-booked,Small,Realism,Artist D
48,Male,Monday,Walk-in,Medium,Realism,Artist C
24,Male,Sunday,Walk-in,Medium,Custom,Artist B
35,Male,Wednesday,Walk-in,Small,Realism,Artist B
28,Female,Thursday,Walk-in,Small,Custom,Artist C
37,Female,Friday,Walk-in,Sleeve/Back,Custom,Artist E
20,Male,Sunday,Walk-in,Small,Realism,Artist A
50,Female,Saturday,Walk-in,Medium,Minimalist,Artist D
38,Female,Monday,Pre-booked,Medium,Script,Artist A
44,Female,Friday,Walk-in,Large,Custom,Artist B
44,Female,Thursday,Walk-in,Sleeve/Back,Custom,Artist A
20,Female,Monday,Walk-in,Medium,Minimalist,Artist B
55,Female,Tuesday,Walk-in,Medium,Custom,Artist E
25,Female,Sunday,Pre-booked,Large,Minimalist,Artist A
46,Male,Tuesday,Walk-in,Large,Realism,Artist B
35,Male,Tuesday,Pre-booked,Small,Script,Artist E
39,Male,Friday,Pre-booked,Large,Minimalist,Artist A
32,Male,Tuesday,Pre-booked,Medium,Custom,Artist C
46,Female,Thursday,Walk-in,Medium,Minimalist,Artist A
47,Female,Saturday,Pre-booked,Large,Custom,Artist E
19,Female,Saturday,Walk-in,Medium,Script,Artist C
36,Male,Monday,Pre-booked,Medium,Realism,Artist D
51,Male,Thursday,Walk-in,Medium,Custom,Artist B
22,Female,Tuesday,Walk-in,Small,Script,Artist A
39,Female,Friday,Walk-in,Medium,Minimalist,Artist A
27,Male,Friday,Pre-booked,Large,Realism,Artist E
33,Male,Monday,Walk-in,Small,Custom,Artist D
19,Female,Tuesday,Walk-in,Sleeve/Back,Realism,Artist A
59,Female,Saturday,Walk-in,Small,Minimalist,Artist C
26,Male,Thursday,Pre-booked,Small,Realism,Artist E
21,Male,Tuesday,Walk-in,Sleeve/Back,Custom,Artist A
30,Female,Friday,Pre-booked,Large,Custom,Artist E
45,Male,Tuesday,Pre-booked,Medium,Script,Artist B
23,Female,Sunday,Walk-in,Medium,Custom,Artist D
45,Female,Monday,Walk-in,Large,Custom,Artist C
36,Female,Saturday,Walk-in,Small,Custom,Artist C
37,Female,Saturday,Pre-booked,Small,Minimalist,Artist D
27,Female,Tuesday,Walk-in,Medium,Script,Artist C
52,Male,Wednesday,Pre-booked,Medium,Script,Artist D
47,Female,Tuesday,Walk-in,Large,Realism,Artist B
24,Female,Thursday,Walk-in,Large,Minimalist,Artist E
52,Male,Monday,Walk-in,Medium,Custom,Artist C
38,Female,Monday,Walk-in,Small,Script,Artist D
35,Male,Monday,Pre-booked,Medium,Custom,Artist C
54,Male,Monday,Pre-booked,Medium,Script,Artist C
28,Female,Sunday,Pre-booked,Small,Script,Artist B
58,Female,Tuesday,Walk-in,Large,Minimalist,Artist B
35,Female,Friday,Walk-in,Medium,Script,Artist E
58,Female,Friday,Pre-booked,Medium,Custom,Artist B
58,Female,Saturday,Walk-in,Sleeve/Back,Script,Artist C
43,Female,Sunday,Pre-booked,Medium,Custom,Artist B
33,Male,Monday,Pre-booked,Large,Realism,Artist A
48,Female,Saturday,Walk-in,Large,Custom,Artist E
26,Female,Friday,Pre-booked,Small,Custom,Artist E
29,Male,Wednesday,Pre-booked,Large,Minimalist,Artist A
19,Male,Monday,Pre-booked,Large,Minimalist,Artist E
29,Female,Wednesday,Pre-booked,Small,Custom,Artist A
59,Female,Friday,Pre-booked,Small,Minimalist,Artist E
55,Female,Sunday,Walk-in,Large,Script,Artist E
